,embalaje,largo,alto,ancho,peso,procedencia,manipulacion,temperatura,protocolo
4617,B,75,78,74,86580.0,B,normal,refrigerado,Protocolo_1
4618,B,75,79,78,92430.0,B,fragil,refrigerado,Protocolo_1
4619,B,75,75,75,84375.0,B,fragil,normal,Protocolo_2
4620,B,75,75,79,88875.0,A,normal,refrigerado,Protocolo_1
4621,B,75,71,77,82005.0,A,normal,normal,Protocolo_1
4622,B,75,79,77,91245.0,A,fragil,normal,Protocolo_2
4623,C,10,10,13,260.0,A,fragil,refrigerado,Protocolo_1
4624,C,10,11,6,132.0,C,normal,refrigerado,Protocolo_1
4625,C,10,14,5,140.0,C,fragil,normal,Protocolo_1
4626,B,75,77,71,82005.0,C,normal,refrigerado,Protocolo_1
4627,B,75,80,80,96000.0,D,normal,normal,Protocolo_1
4628,A,50,54,48,25920.0,C,fragil,normal,Protocolo_2
4629,B,75,80,78,93600.0,D,normal,normal,Protocolo_1
4630,C,10,12,12,288.0,B,fragil,normal,Protocolo_1
4631,A,50,49,53,25970.0,A,fragil,refrigerado,Protocolo_1
4632,C,10,9,8,144.0,A,normal,normal,Protocolo_1
4633,B,75,73,73,79935.0,C,fragil,normal,Protocolo_2
4634,B,75,73,76,83220.0,B,fragil,normal,Protocolo_2
4635,B,75,76,76,86640.0,A,fragil,normal,Protocolo_2
4636,A,50,53,49,25970.0,D,normal,normal,Protocolo_1
4637,A,50,54,46,24840.0,B,normal,normal,Protocolo_1
4638,B,75,74,73,81030.0,D,fragil,refrigerado,Protocolo_1
4639,B,75,74,73,81030.0,B,normal,refrigerado,Protocolo_1
4640,A,50,51,55,28050.0,B,normal,normal,Protocolo_1
4641,C,10,13,5,130.0,B,normal,normal,Protocolo_1
4642,C,10,10,12,240.0,D,normal,normal,Protocolo_1
4643,B,75,73,78,85410.0,A,normal,normal,Protocolo_1
4644,B,75,79,77,91245.0,C,normal,normal,Protocolo_1
4645,C,10,15,8,240.0,A,normal,normal,Protocolo_1
4646,B,75,77,78,90090.0,C,normal,refrigerado,Protocolo_1
4647,B,75,72,72,77760.0,D,normal,refrigerado,Protocolo_1
4648,C,10,9,12,216.0,B,normal,normal,Protocolo_1
4649,C,10,6,9,108.0,C,normal,normal,Protocolo_1
4650,C,10,6,9,108.0,D,normal,normal,Protocolo_1
4651,C,10,6,15,180.0,B,normal,normal,Protocolo_1
4652,A,50,49,55,26950.0,A,normal,normal,Protocolo_1
4653,C,10,5,6,60.0,D,fragil,normal,Protocolo_1
4654,A,50,50,50,25000.0,A,fragil,normal,Protocolo_2
4655,A,50,51,51,26010.0,C,normal,normal,Protocolo_1
4656,A,50,51,51,26010.0,A,normal,refrigerado,Protocolo_1
4657,B,75,76,74,84360.0,D,normal,normal,Protocolo_1
4658,C,10,13,8,208.0,B,normal,normal,Protocolo_1
4659,B,75,70,74,77700.0,C,normal,normal,Protocolo_1
4660,C,10,8,7,112.0,D,normal,normal,Protocolo_1
4661,B,75,76,73,83220.0,C,normal,normal,Protocolo_1
4662,B,75,75,75,84375.0,B,fragil,refrigerado,Protocolo_1
4663,A,50,53,45,23850.0,B,fragil,normal,Protocolo_2
4664,A,50,51,50,25500.0,D,normal,normal,Protocolo_1
4665,A,50,54,50,27000.0,C,normal,refrigerado,Protocolo_1
4666,C,10,14,7,196.0,B,fragil,refrigerado,Protocolo_1
4667,A,50,47,54,25380.0,C,fragil,refrigerado,Protocolo_1
4668,A,50,50,52,26000.0,B,normal,refrigerado,Protocolo_1
4669,B,75,74,72,79920.0,D,normal,normal,Protocolo_1
4670,A,50,50,51,25500.0,C,normal,normal,Protocolo_1
4671,A,50,49,53,25970.0,C,normal,normal,Protocolo_1
4672,A,50,48,47,22560.0,C,normal,normal,Protocolo_1
4673,B,75,71,70,74550.0,B,normal,normal,Protocolo_1
4674,C,10,15,11,330.0,C,normal,refrigerado,Protocolo_1
4675,A,50,47,49,23030.0,A,fragil,refrigerado,Protocolo_1
4676,B,75,72,77,83160.0,D,fragil,normal,Protocolo_2
4677,B,75,80,73,87600.0,C,fragil,normal,Protocolo_2
4678,A,50,55,54,29700.0,A,normal,normal,Protocolo_1
4679,B,75,75,76,85500.0,A,normal,normal,Protocolo_1
4680,C,10,9,13,234.0,C,normal,normal,Protocolo_1
4681,C,10,14,7,196.0,B,normal,normal,Protocolo_1
4682,C,10,11,7,154.0,A,fragil,refrigerado,Protocolo_1
4683,B,75,75,71,79875.0,C,normal,refrigerado,Protocolo_1
4684,B,75,78,78,91260.0,D,normal,normal,Protocolo_1
4685,A,50,50,47,23500.0,B,fragil,normal,Protocolo_2
4686,B,75,75,75,84375.0,D,normal,refrigerado,Protocolo_1
4687,C,10,7,7,98.0,D,normal,normal,Protocolo_1
4688,A,50,48,45,21600.0,B,fragil,refrigerado,Protocolo_1
4689,A,50,51,53,27030.0,A,normal,normal,Protocolo_1
4690,C,10,8,15,240.0,A,normal,normal,Protocolo_1
4691,A,50,52,47,24440.0,B,fragil,normal,Protocolo_2
4692,A,50,48,45,21600.0,C,fragil,refrigerado,Protocolo_1
4693,B,75,71,76,80940.0,A,normal,normal,Protocolo_1
4694,A,50,50,48,24000.0,A,fragil,normal,Protocolo_2
4695,A,50,51,45,22950.0,D,normal,normal,Protocolo_1
4696,A,50,50,53,26500.0,D,fragil,normal,Protocolo_2
4697,B,75,78,76,88920.0,B,normal,normal,Protocolo_1
4698,A,50,52,47,24440.0,B,normal,normal,Protocolo_1
4699,A,50,47,49,23030.0,A,normal,normal,Protocolo_1
4700,C,10,10,13,260.0,A,normal,normal,Protocolo_1
4701,B,75,71,78,83070.0,D,normal,normal,Protocolo_1
4702,C,10,15,6,180.0,C,normal,normal,Protocolo_1
4703,C,10,6,5,60.0,A,normal,refrigerado,Protocolo_1
4704,C,10,12,14,336.0,D,normal,normal,Protocolo_1
4705,C,10,6,8,96.0,C,fragil,normal,Protocolo_1
4706,C,10,11,14,308.0,D,normal,normal,Protocolo_1
4707,B,75,79,73,86505.0,C,normal,normal,Protocolo_1
4708,B,75,80,73,87600.0,A,fragil,refrigerado,Protocolo_1
4709,A,50,45,50,22500.0,A,fragil,normal,Protocolo_2
4710,C,10,5,7,70.0,D,normal,refrigerado,Protocolo_1
4711,B,75,73,76,83220.0,C,normal,normal,Protocolo_1
4712,C,10,5,11,110.0,A,normal,normal,Protocolo_1
4713,C,10,10,7,140.0,C,fragil,normal,Protocolo_1
4714,B,75,74,76,84360.0,C,fragil,normal,Protocolo_2
4715,C,10,15,5,150.0,A,fragil,normal,Protocolo_1
4716,C,10,6,7,84.0,C,fragil,normal,Protocolo_1
4717,C,10,14,11,308.0,C,normal,normal,Protocolo_1
4718,B,75,72,78,84240.0,D,fragil,refrigerado,Protocolo_1
4719,A,50,50,46,23000.0,B,fragil,normal,Protocolo_2
4720,A,50,48,51,24480.0,B,normal,normal,Protocolo_1
4721,A,50,53,52,27560.0,D,normal,normal,Protocolo_1
4722,A,50,54,55,29700.0,D,normal,normal,Protocolo_1
4723,C,10,8,11,176.0,A,fragil,normal,Protocolo_1
4724,B,75,72,80,86400.0,D,normal,normal,Protocolo_1
4725,C,10,10,9,180.0,C,normal,normal,Protocolo_1
4726,C,10,9,10,180.0,A,normal,normal,Protocolo_1
4727,C,10,14,6,168.0,A,fragil,refrigerado,Protocolo_1
4728,A,50,47,50,23500.0,B,fragil,normal,Protocolo_2
4729,B,75,75,76,85500.0,B,fragil,normal,Protocolo_2
4730,B,75,74,78,86580.0,C,normal,refrigerado,Protocolo_1
4731,B,75,71,78,83070.0,B,fragil,normal,Protocolo_2
4732,C,10,8,5,80.0,C,normal,normal,Protocolo_1
4733,C,10,14,12,336.0,A,normal,refrigerado,Protocolo_1
4734,B,75,76,73,83220.0,B,normal,normal,Protocolo_1
4735,C,10,11,12,264.0,D,fragil,normal,Protocolo_1
4736,C,10,6,7,84.0,A,fragil,normal,Protocolo_1
4737,C,10,8,6,96.0,B,normal,refrigerado,Protocolo_1
4738,B,75,78,73,85410.0,C,fragil,normal,Protocolo_2
4739,A,50,45,50,22500.0,D,normal,refrigerado,Protocolo_1
4740,B,75,76,80,91200.0,A,fragil,refrigerado,Protocolo_1
4741,B,75,71,73,77745.0,C,fragil,normal,Protocolo_2
4742,A,50,55,55,30250.0,B,fragil,normal,Protocolo_2
4743,A,50,49,52,25480.0,B,normal,refrigerado,Protocolo_1
4744,A,50,49,49,24010.0,D,fragil,normal,Protocolo_2
4745,B,75,74,74,82140.0,D,normal,normal,Protocolo_1
4746,A,50,50,49,24500.0,C,normal,normal,Protocolo_1
4747,B,75,76,75,85500.0,B,normal,normal,Protocolo_1
4748,A,50,51,51,26010.0,C,normal,normal,Protocolo_1
4749,A,50,49,54,26460.0,A,fragil,normal,Protocolo_2
4750,B,75,73,75,82125.0,D,normal,refrigerado,Protocolo_1
4751,C,10,7,15,210.0,A,normal,normal,Protocolo_1
4752,A,50,45,53,23850.0,A,fragil,normal,Protocolo_2
4753,C,10,13,7,182.0,A,normal,normal,Protocolo_1
4754,A,50,54,51,27540.0,D,normal,refrigerado,Protocolo_1
4755,B,75,79,79,93615.0,C,normal,normal,Protocolo_1
4756,A,50,49,53,25970.0,C,normal,normal,Protocolo_1
4757,B,75,74,72,79920.0,D,normal,normal,Protocolo_1
4758,C,10,7,13,182.0,C,fragil,normal,Protocolo_1
4759,B,75,75,79,88875.0,C,normal,normal,Protocolo_1
4760,B,75,80,77,92400.0,D,normal,normal,Protocolo_1
4761,B,75,79,74,87690.0,A,normal,normal,Protocolo_1
4762,C,10,12,12,288.0,A,normal,refrigerado,Protocolo_1
4763,A,50,47,46,21620.0,B,fragil,normal,Protocolo_2
4764,A,50,52,51,26520.0,C,normal,normal,Protocolo_1
4765,A,50,53,47,24910.0,B,fragil,normal,Protocolo_2
4766,C,10,5,10,100.0,C,fragil,refrigerado,Protocolo_1
4767,B,75,70,79,82950.0,A,normal,normal,Protocolo_1
4768,A,50,51,54,27540.0,D,normal,normal,Protocolo_1
4769,B,75,71,74,78810.0,C,normal,refrigerado,Protocolo_1
4770,B,75,75,71,79875.0,A,fragil,normal,Protocolo_2
4771,C,10,5,10,100.0,A,fragil,refrigerado,Protocolo_1
4772,A,50,49,52,25480.0,D,normal,normal,Protocolo_1
4773,B,75,75,73,82125.0,D,fragil,refrigerado,Protocolo_1
4774,A,50,52,51,26520.0,D,fragil,normal,Protocolo_2
4775,B,75,73,77,84315.0,C,fragil,normal,Protocolo_2
4776,B,75,73,78,85410.0,A,normal,normal,Protocolo_1
4777,B,75,71,80,85200.0,B,normal,normal,Protocolo_1
4778,B,75,75,77,86625.0,C,normal,normal,Protocolo_1
4779,C,10,9,11,198.0,C,fragil,normal,Protocolo_1
4780,A,50,50,53,26500.0,B,normal,normal,Protocolo_1
4781,A,50,47,55,25850.0,A,normal,refrigerado,Protocolo_1
4782,B,75,76,75,85500.0,A,normal,normal,Protocolo_1
4783,A,50,55,45,24750.0,C,fragil,normal,Protocolo_2
4784,A,50,50,55,27500.0,B,normal,normal,Protocolo_1
4785,A,50,50,49,24500.0,C,fragil,refrigerado,Protocolo_1
4786,A,50,45,46,20700.0,A,normal,refrigerado,Protocolo_1
4787,C,10,11,9,198.0,C,fragil,normal,Protocolo_1
4788,B,75,73,70,76650.0,A,normal,normal,Protocolo_1
4789,A,50,47,52,24440.0,A,normal,normal,Protocolo_1
4790,A,50,55,46,25300.0,C,normal,normal,Protocolo_1
4791,C,10,11,8,176.0,D,normal,normal,Protocolo_1
4792,B,75,74,74,82140.0,C,fragil,normal,Protocolo_2
4793,C,10,6,11,132.0,D,fragil,normal,Protocolo_1
4794,B,75,76,73,83220.0,C,normal,normal,Protocolo_1
4795,A,50,46,48,22080.0,C,normal,normal,Protocolo_1
4796,A,50,50,52,26000.0,A,normal,normal,Protocolo_1
4797,C,10,14,5,140.0,D,normal,normal,Protocolo_1
4798,C,10,11,11,242.0,B,normal,normal,Protocolo_1
4799,B,75,72,75,81000.0,C,normal,normal,Protocolo_1
4800,C,10,12,6,144.0,B,normal,normal,Protocolo_1
4801,B,75,78,79,92430.0,D,normal,refrigerado,Protocolo_1
4802,A,50,52,49,25480.0,C,normal,normal,Protocolo_1
4803,B,75,80,73,87600.0,C,normal,refrigerado,Protocolo_1
4804,C,10,14,10,280.0,A,fragil,refrigerado,Protocolo_1
4805,B,75,74,75,83250.0,D,normal,normal,Protocolo_1
4806,C,10,6,14,168.0,D,normal,normal,Protocolo_1
4807,B,75,78,77,90090.0,B,fragil,normal,Protocolo_2
4808,B,75,80,75,90000.0,B,normal,refrigerado,Protocolo_1
4809,B,75,72,76,82080.0,A,normal,normal,Protocolo_1
4810,C,10,8,7,112.0,B,fragil,normal,Protocolo_1
4811,C,10,7,6,84.0,B,fragil,normal,Protocolo_1
4812,A,50,47,51,23970.0,B,fragil,refrigerado,Protocolo_1
4813,A,50,53,50,26500.0,C,normal,normal,Protocolo_1
4814,A,50,45,51,22950.0,D,normal,refrigerado,Protocolo_1
4815,C,10,12,10,240.0,D,fragil,normal,Protocolo_1
4816,C,10,14,6,168.0,C,fragil,normal,Protocolo_1
4817,C,10,7,11,154.0,B,fragil,normal,Protocolo_1
4818,C,10,11,11,242.0,D,normal,normal,Protocolo_1
4819,A,50,48,49,23520.0,C,fragil,refrigerado,Protocolo_1
4820,C,10,11,5,110.0,B,normal,normal,Protocolo_1
4821,C,10,12,12,288.0,A,fragil,normal,Protocolo_1
4822,C,10,11,11,242.0,D,fragil,normal,Protocolo_1
4823,A,50,53,51,27030.0,C,normal,refrigerado,Protocolo_1
4824,B,75,75,70,78750.0,A,normal,refrigerado,Protocolo_1
4825,C,10,5,15,150.0,D,fragil,normal,Protocolo_1
4826,B,75,78,78,91260.0,D,normal,refrigerado,Protocolo_1
4827,B,75,79,76,90060.0,C,fragil,normal,Protocolo_2
4828,C,10,8,9,144.0,A,normal,refrigerado,Protocolo_1
4829,C,10,12,15,360.0,A,normal,normal,Protocolo_1
4830,B,75,75,76,85500.0,A,normal,normal,Protocolo_1
4831,C,10,8,8,128.0,A,normal,normal,Protocolo_1
4832,B,75,77,75,86625.0,A,fragil,normal,Protocolo_2
4833,B,75,71,79,84135.0,D,normal,normal,Protocolo_1
4834,B,75,73,77,84315.0,A,normal,normal,Protocolo_1
4835,A,50,49,53,25970.0,D,normal,refrigerado,Protocolo_1
4836,C,10,9,13,234.0,C,fragil,refrigerado,Protocolo_1
4837,B,75,76,78,88920.0,B,normal,normal,Protocolo_1
4838,A,50,55,50,27500.0,A,normal,normal,Protocolo_1
4839,B,75,74,76,84360.0,C,normal,normal,Protocolo_1
4840,A,50,51,50,25500.0,B,normal,normal,Protocolo_1
4841,B,75,70,77,80850.0,B,fragil,normal,Protocolo_2
4842,B,75,76,79,90060.0,B,normal,refrigerado,Protocolo_1
4843,B,75,74,78,86580.0,D,normal,normal,Protocolo_1
4844,C,10,13,8,208.0,A,fragil,normal,Protocolo_1
4845,A,50,49,45,22050.0,C,fragil,normal,Protocolo_2
4846,A,50,47,52,24440.0,C,normal,normal,Protocolo_1
4847,B,75,78,78,91260.0,D,normal,refrigerado,Protocolo_1
4848,B,75,80,78,93600.0,D,fragil,normal,Protocolo_2
4849,A,50,51,53,27030.0,D,normal,normal,Protocolo_1
4850,B,75,78,78,91260.0,B,normal,refrigerado,Protocolo_1
4851,C,10,7,10,140.0,D,normal,normal,Protocolo_1
4852,C,10,9,15,270.0,A,fragil,normal,Protocolo_1
4853,A,50,51,47,23970.0,B,normal,refrigerado,Protocolo_1
4854,C,10,11,14,308.0,B,normal,normal,Protocolo_1
4855,A,50,48,49,23520.0,B,normal,normal,Protocolo_1
4856,A,50,52,53,27560.0,A,fragil,normal,Protocolo_2
4857,A,50,52,54,28080.0,C,fragil,normal,Protocolo_2
4858,C,10,12,8,192.0,B,normal,refrigerado,Protocolo_1
4859,B,75,79,71,84135.0,D,fragil,normal,Protocolo_2
4860,B,75,78,78,91260.0,A,normal,normal,Protocolo_1
4861,B,75,77,71,82005.0,B,fragil,normal,Protocolo_2
4862,A,50,55,48,26400.0,D,fragil,normal,Protocolo_2
4863,B,75,71,75,79875.0,A,normal,normal,Protocolo_1
4864,C,10,9,6,108.0,C,normal,normal,Protocolo_1
4865,B,75,70,78,81900.0,B,fragil,normal,Protocolo_2
4866,B,75,70,71,74550.0,D,fragil,normal,Protocolo_2
4867,C,10,8,12,192.0,A,fragil,normal,Protocolo_1
4868,A,50,51,54,27540.0,C,fragil,normal,Protocolo_2
4869,C,10,13,12,312.0,A,normal,normal,Protocolo_1
4870,C,10,13,12,312.0,B,fragil,refrigerado,Protocolo_1
4871,C,10,7,9,126.0,C,fragil,normal,Protocolo_1
4872,A,50,55,46,25300.0,D,fragil,normal,Protocolo_2
4873,A,50,49,47,23030.0,A,fragil,normal,Protocolo_2
4874,C,10,11,13,286.0,A,normal,normal,Protocolo_1
4875,A,50,55,46,25300.0,D,fragil,refrigerado,Protocolo_1
4876,B,75,76,76,86640.0,B,fragil,normal,Protocolo_2
4877,A,50,45,51,22950.0,C,normal,normal,Protocolo_1
4878,C,10,10,9,180.0,A,normal,normal,Protocolo_1
4879,B,75,71,79,84135.0,C,fragil,normal,Protocolo_2
4880,C,10,7,6,84.0,B,fragil,normal,Protocolo_1
4881,A,50,48,55,26400.0,C,fragil,normal,Protocolo_2
4882,B,75,71,77,82005.0,D,normal,normal,Protocolo_1
4883,C,10,6,10,120.0,C,normal,normal,Protocolo_1
4884,A,50,55,50,27500.0,C,normal,normal,Protocolo_1
4885,C,10,9,11,198.0,C,normal,normal,Protocolo_1
4886,C,10,9,12,216.0,A,normal,normal,Protocolo_1
4887,C,10,8,8,128.0,D,normal,normal,Protocolo_1
4888,A,50,54,48,25920.0,B,normal,refrigerado,Protocolo_1
4889,B,75,76,71,80940.0,A,normal,normal,Protocolo_1
4890,B,75,77,70,80850.0,A,fragil,normal,Protocolo_2
4891,C,10,8,12,192.0,A,fragil,normal,Protocolo_1
4892,A,50,55,50,27500.0,B,normal,refrigerado,Protocolo_1
4893,A,50,50,52,26000.0,D,normal,normal,Protocolo_1
4894,C,10,8,13,208.0,B,normal,normal,Protocolo_1
4895,B,75,77,73,84315.0,C,normal,normal,Protocolo_1
4896,B,75,78,72,84240.0,D,normal,normal,Protocolo_1
4897,C,10,11,11,242.0,C,normal,normal,Protocolo_1
4898,C,10,15,10,300.0,C,normal,refrigerado,Protocolo_1
4899,A,50,50,52,26000.0,C,normal,refrigerado,Protocolo_1
4900,A,50,50,45,22500.0,D,fragil,normal,Protocolo_2
4901,B,75,71,75,79875.0,C,normal,normal,Protocolo_1
4902,B,75,79,74,87690.0,B,normal,refrigerado,Protocolo_1
4903,B,75,75,72,81000.0,D,fragil,normal,Protocolo_2
4904,C,10,14,9,252.0,B,fragil,normal,Protocolo_1
4905,C,10,8,12,192.0,A,normal,normal,Protocolo_1
4906,C,10,11,13,286.0,D,normal,normal,Protocolo_1
4907,B,75,73,78,85410.0,C,normal,normal,Protocolo_1
4908,C,10,9,9,162.0,A,normal,normal,Protocolo_1
4909,B,75,70,72,75600.0,D,fragil,normal,Protocolo_2
4910,B,75,79,78,92430.0,A,normal,normal,Protocolo_1
4911,B,75,80,75,90000.0,A,normal,refrigerado,Protocolo_1
4912,C,10,8,14,224.0,C,fragil,normal,Protocolo_1
4913,A,50,49,53,25970.0,C,normal,normal,Protocolo_1
4914,C,10,11,9,198.0,A,normal,normal,Protocolo_1
4915,A,50,53,47,24910.0,D,normal,normal,Protocolo_1
4916,A,50,47,46,21620.0,D,fragil,normal,Protocolo_2
4917,C,10,5,8,80.0,B,normal,normal,Protocolo_1
4918,B,75,70,74,77700.0,A,normal,normal,Protocolo_1
4919,A,50,50,48,24000.0,A,fragil,normal,Protocolo_2
4920,C,10,10,15,300.0,C,normal,refrigerado,Protocolo_1
4921,B,75,71,78,83070.0,D,fragil,refrigerado,Protocolo_1
4922,B,75,75,77,86625.0,B,fragil,refrigerado,Protocolo_1
4923,B,75,76,78,88920.0,D,normal,normal,Protocolo_1
4924,C,10,10,5,100.0,D,fragil,normal,Protocolo_1
4925,C,10,13,10,260.0,A,fragil,normal,Protocolo_1
4926,A,50,55,53,29150.0,D,normal,normal,Protocolo_1
4927,C,10,10,13,260.0,A,normal,normal,Protocolo_1
4928,A,50,52,54,28080.0,A,fragil,normal,Protocolo_2
4929,C,10,14,13,364.0,C,normal,normal,Protocolo_1
4930,B,75,76,70,79800.0,A,normal,normal,Protocolo_1
4931,A,50,51,54,27540.0,A,fragil,refrigerado,Protocolo_1
4932,C,10,14,13,364.0,C,normal,normal,Protocolo_1
4933,A,50,45,54,24300.0,B,fragil,refrigerado,Protocolo_1
4934,B,75,77,77,88935.0,C,fragil,normal,Protocolo_2
4935,B,75,71,78,83070.0,A,normal,normal,Protocolo_1
4936,B,75,75,75,84375.0,A,normal,normal,Protocolo_1
4937,C,10,11,11,242.0,D,normal,normal,Protocolo_1
4938,C,10,12,8,192.0,A,fragil,normal,Protocolo_1
4939,A,50,52,46,23920.0,C,fragil,refrigerado,Protocolo_1
4940,A,50,50,49,24500.0,B,fragil,refrigerado,Protocolo_1
4941,B,75,76,71,80940.0,C,normal,normal,Protocolo_1
4942,C,10,10,7,140.0,D,normal,refrigerado,Protocolo_1
4943,A,50,50,55,27500.0,D,normal,normal,Protocolo_1
4944,C,10,11,14,308.0,C,fragil,normal,Protocolo_1
4945,A,50,52,53,27560.0,B,normal,normal,Protocolo_1
4946,A,50,53,48,25440.0,C,fragil,normal,Protocolo_2
4947,C,10,14,10,280.0,A,normal,refrigerado,Protocolo_1
4948,C,10,13,5,130.0,A,normal,normal,Protocolo_1
4949,C,10,14,14,392.0,C,fragil,normal,Protocolo_1
4950,B,75,77,75,86625.0,D,fragil,normal,Protocolo_2
4951,B,75,75,77,86625.0,B,normal,normal,Protocolo_1
4952,C,10,13,12,312.0,C,normal,normal,Protocolo_1
4953,B,75,71,72,76680.0,C,fragil,normal,Protocolo_2
4954,C,10,5,5,50.0,D,normal,refrigerado,Protocolo_1
4955,C,10,9,6,108.0,D,normal,normal,Protocolo_1
4956,B,75,78,71,83070.0,C,normal,normal,Protocolo_1
4957,A,50,47,55,25850.0,C,normal,normal,Protocolo_1
4958,C,10,11,14,308.0,C,fragil,normal,Protocolo_1
4959,A,50,49,53,25970.0,C,normal,refrigerado,Protocolo_1
4960,A,50,48,49,23520.0,A,fragil,normal,Protocolo_2
4961,C,10,5,12,120.0,A,normal,refrigerado,Protocolo_1
4962,B,75,72,72,77760.0,C,normal,normal,Protocolo_1
4963,B,75,78,75,87750.0,C,fragil,normal,Protocolo_2
4964,A,50,45,54,24300.0,B,fragil,normal,Protocolo_2
4965,C,10,10,11,220.0,C,fragil,normal,Protocolo_1
4966,B,75,75,75,84375.0,D,fragil,normal,Protocolo_2
4967,B,75,70,73,76650.0,B,normal,refrigerado,Protocolo_1
4968,C,10,6,5,60.0,D,normal,normal,Protocolo_1
4969,C,10,11,14,308.0,C,normal,normal,Protocolo_1
4970,C,10,11,5,110.0,C,fragil,normal,Protocolo_1
4971,C,10,14,9,252.0,A,normal,normal,Protocolo_1
4972,A,50,47,52,24440.0,B,normal,normal,Protocolo_1
4973,B,75,73,76,83220.0,D,fragil,normal,Protocolo_2
4974,A,50,52,52,27040.0,B,normal,refrigerado,Protocolo_1
4975,B,75,73,77,84315.0,D,normal,normal,Protocolo_1
4976,B,75,74,74,82140.0,A,normal,normal,Protocolo_1
4977,C,10,15,6,180.0,D,normal,normal,Protocolo_1
4978,B,75,73,73,79935.0,B,normal,normal,Protocolo_1
4979,B,75,79,76,90060.0,D,normal,normal,Protocolo_1
4980,A,50,48,51,24480.0,D,normal,normal,Protocolo_1
4981,C,10,8,5,80.0,C,normal,normal,Protocolo_1
4982,B,75,73,70,76650.0,C,fragil,refrigerado,Protocolo_1
4983,C,10,14,6,168.0,A,normal,normal,Protocolo_1
4984,B,75,70,74,77700.0,B,normal,normal,Protocolo_1
4985,B,75,80,71,85200.0,D,normal,refrigerado,Protocolo_1
4986,A,50,46,47,21620.0,D,normal,normal,Protocolo_1
4987,A,50,47,51,23970.0,C,normal,normal,Protocolo_1
4988,A,50,46,52,23920.0,D,normal,normal,Protocolo_1
4989,B,75,79,72,85320.0,C,normal,normal,Protocolo_1
4990,C,10,11,11,242.0,D,fragil,refrigerado,Protocolo_1
4991,B,75,77,77,88935.0,B,fragil,normal,Protocolo_2
4992,C,10,15,9,270.0,C,normal,normal,Protocolo_1
4993,A,50,49,49,24010.0,C,normal,normal,Protocolo_1
4994,A,50,52,53,27560.0,D,normal,normal,Protocolo_1
4995,B,75,76,80,91200.0,C,fragil,refrigerado,Protocolo_1
4996,C,10,12,8,192.0,A,fragil,normal,Protocolo_1
4997,A,50,49,49,24010.0,A,normal,normal,Protocolo_1
4998,A,50,45,49,22050.0,D,normal,normal,Protocolo_1
4999,B,75,76,80,91200.0,D,fragil,normal,Protocolo_2
5000,A,50,45,53,23850.0,A,fragil,refrigerado,Protocolo_1
5001,A,50,46,49,22540.0,B,normal,normal,Protocolo_1
5002,C,10,11,8,176.0,D,normal,normal,Protocolo_1
5003,C,10,14,9,252.0,C,normal,normal,Protocolo_1
5004,A,50,50,49,24500.0,D,fragil,normal,Protocolo_2
5005,A,50,54,52,28080.0,C,fragil,normal,Protocolo_2
5006,A,50,52,48,24960.0,B,normal,normal,Protocolo_1
5007,A,50,46,50,23000.0,C,normal,refrigerado,Protocolo_1
5008,A,50,53,50,26500.0,D,fragil,normal,Protocolo_2
5009,B,75,77,73,84315.0,D,fragil,normal,Protocolo_2
5010,B,75,76,80,91200.0,C,fragil,normal,Protocolo_2
5011,A,50,50,53,26500.0,C,fragil,refrigerado,Protocolo_1
5012,C,10,6,11,132.0,B,normal,refrigerado,Protocolo_1
5013,A,50,48,46,22080.0,B,fragil,normal,Protocolo_2
5014,C,10,8,10,160.0,C,fragil,refrigerado,Protocolo_1
5015,C,10,13,12,312.0,A,normal,normal,Protocolo_1
5016,C,10,14,15,420.0,C,fragil,refrigerado,Protocolo_1
5017,A,50,50,49,24500.0,D,fragil,normal,Protocolo_2
5018,A,50,53,48,25440.0,D,normal,normal,Protocolo_1
5019,A,50,53,54,28620.0,B,fragil,normal,Protocolo_2
5020,C,10,8,12,192.0,A,normal,normal,Protocolo_1
5021,B,75,76,70,79800.0,A,fragil,normal,Protocolo_2
5022,B,75,80,74,88800.0,C,normal,refrigerado,Protocolo_1
5023,B,75,80,78,93600.0,A,fragil,normal,Protocolo_2
5024,C,10,10,9,180.0,C,normal,normal,Protocolo_1
5025,A,50,45,53,23850.0,D,normal,normal,Protocolo_1
5026,A,50,45,55,24750.0,D,fragil,normal,Protocolo_2
5027,A,50,49,54,26460.0,B,normal,normal,Protocolo_1
5028,B,75,70,74,77700.0,A,normal,normal,Protocolo_1
5029,B,75,77,73,84315.0,B,normal,refrigerado,Protocolo_1
5030,C,10,15,6,180.0,C,normal,refrigerado,Protocolo_1
5031,B,75,70,75,78750.0,C,fragil,normal,Protocolo_2
5032,C,10,13,9,234.0,D,normal,refrigerado,Protocolo_1
5033,A,50,53,52,27560.0,B,normal,refrigerado,Protocolo_1
5034,B,75,76,78,88920.0,C,fragil,normal,Protocolo_2
5035,A,50,55,49,26950.0,D,normal,normal,Protocolo_1
5036,C,10,10,7,140.0,A,normal,refrigerado,Protocolo_1
5037,A,50,46,48,22080.0,D,normal,normal,Protocolo_1
5038,C,10,15,6,180.0,D,fragil,normal,Protocolo_1
5039,A,50,50,52,26000.0,C,normal,normal,Protocolo_1
5040,B,75,71,77,82005.0,B,normal,normal,Protocolo_1
5041,A,50,52,55,28600.0,A,normal,refrigerado,Protocolo_1
5042,B,75,77,77,88935.0,C,fragil,normal,Protocolo_2
